units_used,peak_hours_usage,appliance_count,lighting_type,avg_lighting_hours,tariff_type,season,previous_bill,efficiency_score,predicted_bill
142,58,13,CFL,2,Domestic,Monsoon,5946,9,1770
63,70,14,CFL,2,Domestic,Winter,2073,4,1465
596,183,6,CFL,10,Domestic,Summer,2763,4,4048
449,145,8,LED,7,Domestic,Monsoon,1722,6,3301
567,126,4,LED,7,Commercial,Winter,4617,7,3588
204,87,5,CFL,8,Domestic,Monsoon,3158,9,1656
365,152,5,CFL,3,Domestic,Winter,758,6,2692
535,149,2,LED,10,Commercial,Summer,1458,4,3363
451,159,3,LED,8,Domestic,Monsoon,1458,7,3027
102,175,6,LED,6,Commercial,Monsoon,1701,6,1472
227,172,12,Bulb,9,Commercial,Summer,5001,8,2502
237,53,4,LED,7,Domestic,Monsoon,1699,5,1653
246,168,10,Bulb,4,Commercial,Monsoon,2929,5,2456
325,184,13,Bulb,4,Domestic,Winter,5345,6,3112
544,145,9,Bulb,10,Domestic,Monsoon,2146,8,3857
147,36,12,CFL,2,Commercial,Monsoon,3501,2,1661
54,18,7,LED,2,Commercial,Winter,1691,1,795
141,35,10,CFL,6,Domestic,Winter,5598,5,1495
424,37,2,LED,2,Commercial,Summer,5820,6,2437
257,124,10,CFL,9,Domestic,Winter,2502,10,2375
379,14,15,CFL,5,Commercial,Winter,4973,7,2986
214,55,12,Bulb,9,Domestic,Summer,1481,1,2066
467,137,3,LED,4,Domestic,Winter,4561,7,3040
169,165,3,Bulb,3,Commercial,Monsoon,4717,8,1589
178,64,5,CFL,3,Commercial,Summer,2415,6,1449
53,116,13,Bulb,2,Commercial,Monsoon,4579,3,1493
276,70,11,LED,6,Domestic,Summer,2919,8,2368
356,44,9,LED,9,Domestic,Summer,5275,1,2568
367,88,10,CFL,10,Domestic,Summer,1181,6,2829
376,54,9,Bulb,8,Domestic,Summer,1520,4,2703
308,181,3,LED,4,Domestic,Summer,2173,2,2358
181,103,4,CFL,2,Domestic,Monsoon,1873,3,1522
64,142,4,Bulb,5,Domestic,Monsoon,2121,6,1040
584,71,3,Bulb,7,Domestic,Monsoon,1200,4,3436
279,80,4,Bulb,7,Domestic,Monsoon,4052,8,1955
386,105,6,Bulb,2,Commercial,Summer,836,7,2718
162,181,6,CFL,9,Commercial,Summer,3299,7,1801
140,56,6,CFL,4,Commercial,Summer,1103,7,1293
559,159,2,Bulb,2,Domestic,Winter,4039,10,3519
576,111,7,CFL,3,Domestic,Winter,4499,3,3784
461,18,15,CFL,8,Commercial,Summer,3947,9,3422
139,170,14,Bulb,3,Commercial,Summer,3438,2,2173
417,145,9,LED,6,Domestic,Summer,5952,9,3201
406,116,13,CFL,9,Commercial,Winter,4266,5,3316
318,12,2,CFL,9,Domestic,Monsoon,1414,7,1811
58,90,13,Bulb,6,Commercial,Monsoon,5592,5,1437
130,69,15,CFL,3,Commercial,Summer,1256,9,1874
122,189,8,LED,6,Commercial,Winter,1535,9,1751
302,135,15,Bulb,7,Domestic,Winter,1825,7,2970
149,69,13,LED,7,Domestic,Monsoon,3774,7,1841
86,96,3,CFL,5,Commercial,Monsoon,5616,7,943
468,68,7,CFL,8,Domestic,Monsoon,1245,8,3091
266,13,14,LED,8,Domestic,Summer,1753,2,2334
493,99,10,CFL,2,Domestic,Summer,5526,6,3514
274,103,12,LED,4,Commercial,Winter,2187,1,2528
167,15,14,LED,2,Commercial,Winter,3268,10,1829
264,12,9,LED,6,Domestic,Summer,5511,10,1992
294,194,12,CFL,8,Commercial,Monsoon,779,1,2918
295,101,3,LED,3,Commercial,Winter,985,1,2038
220,37,2,CFL,9,Domestic,Monsoon,5161,7,1384
535,152,2,CFL,2,Domestic,Summer,2258,3,3373
432,122,14,CFL,3,Domestic,Winter,5433,6,3535
204,157,5,Bulb,4,Commercial,Summer,3451,10,1876
507,52,8,CFL,9,Domestic,Summer,4426,5,3307
354,93,3,Bulb,5,Domestic,Summer,2692,7,2318
180,35,6,LED,6,Commercial,Summer,5749,9,1434
380,74,10,CFL,9,Domestic,Winter,2640,7,2852
533,80,15,Bulb,5,Domestic,Winter,2725,9,3990
545,75,3,LED,10,Domestic,Summer,1084,5,3247
332,132,15,CFL,6,Domestic,Winter,3311,8,3116
157,139,2,CFL,9,Domestic,Monsoon,1020,9,1380
512,39,9,Bulb,3,Commercial,Winter,878,6,3358
83,44,6,LED,3,Domestic,Summer,4150,1,961
361,26,15,CFL,8,Domestic,Summer,5336,6,2931
178,119,12,Bulb,8,Commercial,Monsoon,1385,7,2082
483,12,3,CFL,9,Domestic,Summer,4216,6,2729
435,29,8,Bulb,7,Commercial,Summer,2663,2,2863
104,98,13,LED,7,Commercial,Monsoon,4825,2,1700
247,110,11,LED,6,Commercial,Monsoon,2926,2,2344
59,98,12,LED,5,Domestic,Winter,3462,9,1401
530,64,15,Bulb,3,Domestic,Winter,2755,9,3924
265,50,14,Bulb,10,Domestic,Summer,5876,3,2445
388,156,3,LED,8,Commercial,Monsoon,5627,6,2692
64,82,15,CFL,8,Domestic,Summer,3761,1,1574
413,200,14,CFL,3,Commercial,Summer,5297,10,3682
287,86,2,CFL,2,Domestic,Monsoon,5896,8,1884
58,54,2,CFL,4,Commercial,Summer,3780,5,601
591,63,4,CFL,10,Domestic,Monsoon,960,6,3513
63,185,2,LED,10,Commercial,Winter,5725,3,1039
434,155,11,Bulb,3,Commercial,Monsoon,1813,5,3452
152,106,14,CFL,2,Commercial,Summer,5739,2,2038
113,72,13,LED,8,Domestic,Monsoon,5652,1,1664
511,177,8,CFL,5,Commercial,Monsoon,2025,5,3722
122,112,11,LED,10,Commercial,Summer,4537,5,1705
295,40,13,LED,2,Domestic,Monsoon,3454,3,2503
144,31,6,LED,6,Domestic,Monsoon,5902,7,1235
217,170,12,Bulb,3,Domestic,Monsoon,5635,9,2444
98,19,15,LED,4,Domestic,Monsoon,2443,10,1551
341,178,3,LED,3,Domestic,Monsoon,940,3,2519
458,60,5,Bulb,10,Commercial,Winter,5091,3,2882
537,39,14,CFL,4,Domestic,Winter,1341,10,3815
283,45,8,CFL,5,Domestic,Winter,5505,3,2128
323,101,14,LED,7,Commercial,Monsoon,3890,6,2906
252,164,5,CFL,10,Commercial,Winter,3426,9,2146
372,123,12,Bulb,4,Domestic,Summer,3860,3,3097
66,103,5,Bulb,3,Domestic,Winter,3609,7,993
257,116,5,LED,3,Domestic,Summer,591,2,2021
232,22,6,CFL,8,Domestic,Monsoon,1429,8,1661
232,13,10,LED,9,Commercial,Monsoon,3217,5,1896
531,161,5,Bulb,7,Commercial,Summer,1516,6,3578
232,74,9,CFL,8,Domestic,Winter,2017,2,2022
114,137,8,LED,2,Domestic,Winter,2565,8,1546
237,18,13,Bulb,10,Domestic,Monsoon,1798,5,2134
581,97,15,LED,6,Domestic,Monsoon,2251,8,4291
507,109,8,CFL,9,Commercial,Summer,4373,1,3487
597,68,10,LED,3,Domestic,Monsoon,1338,9,3954
191,98,4,Bulb,5,Domestic,Winter,4303,8,1558
517,49,8,LED,2,Domestic,Monsoon,5106,2,3349
499,38,15,Bulb,6,Domestic,Summer,3472,2,3682
293,139,11,Bulb,4,Commercial,Monsoon,4782,4,2673
91,100,11,CFL,6,Domestic,Monsoon,2735,5,1507
200,30,6,CFL,8,Domestic,Summer,1822,10,1521
332,33,12,CFL,2,Domestic,Winter,1776,1,2606
88,101,12,LED,9,Domestic,Monsoon,3129,9,1561
555,192,13,LED,8,Domestic,Monsoon,3608,3,4325
334,69,13,CFL,6,Commercial,Winter,911,9,2796
192,193,9,CFL,5,Commercial,Summer,2039,3,2191
121,159,14,CFL,5,Commercial,Winter,4499,7,2045
214,62,6,Bulb,5,Domestic,Winter,839,5,1694
442,38,14,Bulb,4,Domestic,Summer,3355,1,3322
568,197,14,LED,4,Commercial,Monsoon,1514,1,4473
152,89,4,Bulb,10,Domestic,Winter,2124,7,1328
118,150,12,CFL,9,Commercial,Monsoon,5303,2,1870
150,66,14,Bulb,2,Domestic,Monsoon,4392,2,1902
221,58,2,CFL,4,Commercial,Monsoon,5282,6,1455
197,58,7,Bulb,3,Domestic,Winter,2170,9,1660
432,155,12,LED,3,Commercial,Summer,1466,1,3507
353,120,7,LED,6,Domestic,Summer,4125,4,2661
212,167,12,Bulb,6,Domestic,Winter,3367,5,2409
434,132,6,Bulb,2,Commercial,Summer,4547,4,3051
268,157,13,LED,6,Commercial,Winter,1194,10,2732
560,26,5,Bulb,5,Domestic,Monsoon,1452,8,3302
214,153,13,Bulb,4,Domestic,Winter,4643,3,2441
65,98,8,LED,8,Commercial,Winter,4654,2,1170
271,104,4,Bulb,10,Domestic,Summer,2164,7,1990
518,25,5,CFL,6,Domestic,Monsoon,3007,7,3082
279,161,10,Bulb,9,Commercial,Monsoon,4879,3,2605
199,68,3,Bulb,8,Commercial,Summer,3866,2,1439
418,20,7,Bulb,7,Commercial,Winter,801,1,2681
394,65,3,CFL,8,Commercial,Winter,878,5,2436
154,51,3,LED,6,Commercial,Monsoon,2115,4,1153
455,131,11,Bulb,9,Domestic,Winter,1786,10,3485
77,64,7,LED,9,Domestic,Monsoon,883,8,1059
600,98,11,CFL,8,Domestic,Summer,4467,8,4130
388,131,2,Bulb,5,Commercial,Winter,1275,5,2547
421,49,14,LED,7,Commercial,Winter,2501,10,3248
512,21,8,CFL,9,Domestic,Summer,4133,9,3235
179,93,3,Bulb,2,Commercial,Monsoon,3579,6,1414
481,184,3,CFL,5,Domestic,Summer,1745,5,3260
382,10,8,LED,6,Commercial,Winter,2997,6,2529
258,64,15,Bulb,2,Domestic,Monsoon,5423,4,2519
69,103,6,LED,2,Domestic,Monsoon,3211,2,1075
242,154,13,LED,6,Commercial,Summer,5400,2,2589
488,81,5,Bulb,3,Commercial,Summer,2671,6,3103
410,46,10,Bulb,7,Commercial,Summer,3727,8,2919
430,80,9,CFL,9,Commercial,Summer,5626,5,3064
429,181,11,Bulb,7,Domestic,Winter,4735,10,3508
532,182,8,Bulb,2,Domestic,Summer,5576,2,3846
344,190,5,CFL,7,Domestic,Winter,937,10,2703
309,186,10,Bulb,3,Domestic,Winter,1326,5,2838
177,38,12,Bulb,10,Domestic,Summer,852,4,1822
548,181,7,CFL,5,Commercial,Summer,5903,4,3860
524,171,4,CFL,3,Domestic,Winter,3148,3,3507
265,69,6,CFL,4,Commercial,Monsoon,2948,4,1980
513,46,5,Bulb,10,Domestic,Monsoon,5526,9,3122
418,150,9,CFL,6,Commercial,Summer,3299,8,3222
361,151,10,Bulb,8,Commercial,Summer,5427,4,2997
160,140,6,Bulb,4,Commercial,Monsoon,5859,5,1661
121,112,2,LED,2,Domestic,Winter,5999,3,1109
528,170,4,Bulb,2,Domestic,Monsoon,4916,5,3525
364,196,7,LED,4,Domestic,Monsoon,3216,9,2957
513,164,8,LED,6,Domestic,Monsoon,5796,5,3691
302,144,12,LED,7,Commercial,Winter,1277,2,2801
157,76,9,LED,9,Domestic,Winter,548,6,1641
520,161,11,LED,6,Domestic,Monsoon,661,7,3915
96,29,11,LED,9,Domestic,Monsoon,5412,2,1309
359,127,2,CFL,3,Domestic,Summer,3490,9,2385
342,77,13,LED,6,Domestic,Summer,5769,5,2862
441,133,6,LED,8,Domestic,Summer,3637,1,3090
587,148,9,CFL,2,Domestic,Winter,3686,2,4089
309,66,7,LED,10,Domestic,Monsoon,1067,8,2263
581,25,4,CFL,9,Commercial,Monsoon,2872,6,3341
385,196,6,LED,9,Domestic,Winter,5975,6,3000
533,45,11,Bulb,7,Commercial,Summer,3775,8,3617
147,121,9,LED,6,Domestic,Monsoon,2832,6,1731
461,17,3,CFL,9,Commercial,Monsoon,2889,8,2631
389,154,4,CFL,2,Commercial,Summer,3823,1,2757
136,184,15,CFL,3,Commercial,Winter,3176,3,2267
524,164,7,CFL,9,Commercial,Summer,4109,3,3682
381,49,10,LED,5,Domestic,Summer,5886,6,2778
451,143,14,Bulb,2,Commercial,Monsoon,4034,7,3699
297,199,2,CFL,6,Commercial,Winter,4360,4,2292
270,39,8,CFL,5,Domestic,Winter,5363,8,2042
418,172,2,CFL,10,Commercial,Winter,4196,10,2832
172,105,9,Bulb,7,Domestic,Summer,1250,2,1810
180,199,11,Bulb,9,Domestic,Monsoon,5031,8,2279
470,115,7,LED,2,Domestic,Monsoon,2498,6,3249
175,143,14,LED,9,Commercial,Monsoon,2896,1,2274
474,118,8,Bulb,9,Commercial,Summer,2290,10,3345
436,131,15,LED,10,Commercial,Monsoon,1506,4,3649
177,54,6,Bulb,7,Commercial,Winter,3233,8,1478
307,111,15,Bulb,5,Commercial,Monsoon,5456,8,2920
514,195,2,Bulb,3,Commercial,Monsoon,5346,7,3400
321,150,15,Bulb,5,Commercial,Monsoon,2007,7,3115
216,89,7,LED,5,Domestic,Monsoon,1671,4,1855
322,106,7,Bulb,3,Commercial,Summer,4718,1,2456
530,129,10,CFL,4,Commercial,Summer,4221,6,3800
287,98,14,CFL,5,Commercial,Summer,4365,3,2710
354,21,10,Bulb,9,Domestic,Summer,850,1,2551
152,45,14,LED,4,Commercial,Winter,3129,5,1846
400,185,11,CFL,5,Commercial,Summer,5614,5,3371
406,117,2,Bulb,2,Commercial,Winter,3854,4,2596
493,83,10,LED,2,Domestic,Winter,863,9,3464
457,104,4,Bulb,5,Domestic,Monsoon,2265,5,2950
197,68,15,CFL,5,Domestic,Summer,3200,7,2217
402,16,5,CFL,8,Commercial,Monsoon,2340,2,2454
69,87,3,CFL,3,Domestic,Winter,1649,10,827
118,35,3,CFL,4,Domestic,Monsoon,4914,9,916
278,41,6,Bulb,3,Commercial,Monsoon,623,6,1959
477,122,15,CFL,8,Domestic,Winter,3425,10,3833
270,30,13,Bulb,3,Domestic,Winter,5717,1,2342
523,141,9,CFL,4,Commercial,Summer,1319,8,3736
292,149,12,Bulb,7,Commercial,Summer,3931,8,2765
159,127,3,Bulb,4,Commercial,Summer,5426,1,1418
529,74,3,LED,2,Commercial,Monsoon,1136,8,3162
373,196,14,CFL,4,Commercial,Monsoon,5661,7,3463
244,70,14,CFL,4,Commercial,Summer,5341,3,2400
173,91,12,CFL,2,Commercial,Monsoon,1828,4,1968
90,30,3,CFL,10,Commercial,Summer,5919,7,756
192,19,6,LED,3,Domestic,Monsoon,852,8,1445
368,27,11,CFL,2,Domestic,Summer,3676,9,2708
329,121,6,Bulb,3,Commercial,Monsoon,2651,9,2474
364,39,10,CFL,9,Commercial,Summer,4152,4,2659
205,85,6,LED,8,Commercial,Winter,5823,7,1720
525,101,7,CFL,3,Domestic,Winter,4309,4,3489
273,121,7,Bulb,2,Domestic,Winter,4751,7,2251
333,105,4,Bulb,2,Domestic,Monsoon,963,9,2313
508,61,11,Bulb,8,Commercial,Summer,4171,4,3538
583,168,3,LED,9,Domestic,Summer,4675,9,3737
301,178,3,Bulb,10,Domestic,Monsoon,2521,3,2312
295,117,2,CFL,3,Commercial,Winter,5265,7,2023
249,125,11,LED,3,Commercial,Summer,1248,1,2402
175,60,2,CFL,9,Domestic,Monsoon,3042,5,1224
163,56,15,CFL,10,Domestic,Monsoon,4603,6,2003
221,31,11,CFL,5,Domestic,Winter,634,4,1961
198,121,2,CFL,5,Domestic,Summer,2382,3,1535
470,53,14,CFL,6,Commercial,Winter,2264,3,3514
270,178,12,LED,3,Commercial,Monsoon,4727,5,2743
529,158,8,CFL,2,Commercial,Winter,5866,2,3755
102,116,13,LED,2,Domestic,Winter,4247,6,1746
459,36,4,CFL,4,Commercial,Winter,1134,9,2746
213,26,9,Bulb,5,Commercial,Winter,1138,7,1773
365,30,9,Bulb,5,Commercial,Monsoon,735,3,2570
317,56,13,Bulb,5,Commercial,Summer,4635,4,2667
257,93,5,Bulb,8,Domestic,Monsoon,4319,7,1948
271,186,13,CFL,9,Commercial,Monsoon,5171,6,2839
356,94,8,CFL,10,Domestic,Summer,2627,5,2660
58,52,8,LED,7,Domestic,Summer,3293,2,989
575,149,7,CFL,3,Commercial,Summer,784,3,3898
259,55,4,Bulb,9,Domestic,Summer,2632,5,1773
112,89,12,CFL,4,Domestic,Summer,2764,7,1647
458,22,10,CFL,9,Domestic,Winter,1398,1,3091
206,129,13,LED,10,Commercial,Summer,2819,7,2324
299,115,12,LED,2,Commercial,Monsoon,3597,1,2694
372,62,6,Bulb,3,Domestic,Summer,2736,1,2510
262,125,10,CFL,6,Commercial,Winter,2083,6,2403
580,110,13,LED,2,Domestic,Winter,5505,4,4196
385,46,11,LED,2,Domestic,Monsoon,5411,3,2855
459,180,3,Bulb,3,Domestic,Summer,4230,2,3134
422,54,13,LED,7,Commercial,Summer,2394,6,3203
208,71,3,Bulb,5,Domestic,Summer,4421,6,1495
87,13,4,Bulb,10,Commercial,Summer,5694,5,753
80,103,5,CFL,9,Domestic,Winter,3650,7,1066
277,14,5,Bulb,3,Domestic,Winter,5601,5,1803
170,96,2,Bulb,7,Commercial,Monsoon,3721,7,1311
545,127,11,LED,9,Domestic,Winter,2519,5,3937
288,192,11,LED,5,Commercial,Monsoon,3388,9,2815
398,135,9,Bulb,3,Commercial,Summer,3742,7,3072
127,163,13,LED,9,Domestic,Winter,5855,2,2023
474,73,11,LED,8,Domestic,Winter,518,3,3400
272,81,12,LED,10,Commercial,Summer,3416,2,2448
559,129,15,Bulb,5,Domestic,Summer,4537,2,4278
405,78,11,CFL,9,Commercial,Winter,2541,3,3060
591,44,10,CFL,9,Commercial,Monsoon,4336,2,3847
527,164,15,LED,2,Domestic,Monsoon,2927,6,4223
459,107,2,Bulb,7,Commercial,Winter,4058,1,2838
77,111,12,LED,10,Domestic,Winter,2486,5,1535
245,164,7,LED,3,Domestic,Winter,1099,8,2242
571,107,12,Bulb,6,Domestic,Winter,3644,2,4074
579,115,7,CFL,4,Domestic,Summer,780,8,3812
163,97,12,LED,5,Commercial,Winter,2166,3,1935
442,87,8,LED,7,Commercial,Monsoon,1960,5,3082
207,16,5,Bulb,9,Domestic,Monsoon,1880,8,1447
222,10,7,LED,7,Domestic,Monsoon,803,2,1637
264,145,10,CFL,2,Commercial,Summer,3730,8,2477
168,76,13,CFL,10,Domestic,Summer,2189,9,1961
576,43,5,Bulb,3,Domestic,Summer,3089,1,3438
155,88,2,LED,2,Domestic,Winter,714,3,1209
352,198,11,Bulb,10,Commercial,Winter,1130,9,3164
305,88,9,Bulb,9,Commercial,Winter,2601,3,2443
568,43,12,LED,9,Domestic,Monsoon,4939,10,3857
506,106,12,LED,3,Domestic,Monsoon,2683,5,3735
472,10,2,LED,5,Domestic,Summer,2836,6,2600
312,24,13,CFL,7,Commercial,Summer,4137,5,2540
110,146,7,LED,9,Commercial,Summer,4823,1,1488
509,144,2,CFL,7,Commercial,Summer,4186,8,3213
231,145,10,LED,7,Domestic,Summer,3040,6,2306
385,71,11,LED,2,Domestic,Monsoon,2668,3,2934
97,37,2,CFL,3,Domestic,Monsoon,2204,5,748
207,143,2,CFL,8,Commercial,Summer,2335,9,1651
214,57,9,LED,6,Domestic,Monsoon,2860,1,1876
87,135,3,Bulb,6,Commercial,Summer,650,1,1071
268,92,8,LED,7,Domestic,Summer,5283,6,2199
579,21,7,CFL,10,Domestic,Winter,5572,9,3516
126,155,9,CFL,9,Domestic,Monsoon,3658,1,1730
554,115,5,Bulb,2,Domestic,Summer,800,5,3551
421,195,12,CFL,6,Commercial,Monsoon,1449,6,3577
67,71,6,Bulb,6,Commercial,Monsoon,2528,6,963
261,82,15,CFL,9,Domestic,Monsoon,1539,8,2591
188,46,13,CFL,10,Domestic,Summer,5929,10,1969
558,12,3,Bulb,9,Commercial,Winter,5378,9,3116
205,148,14,LED,3,Domestic,Monsoon,3224,3,2444
65,59,12,LED,4,Domestic,Monsoon,4178,10,1310
266,98,2,Bulb,3,Domestic,Winter,3805,8,1813
140,150,8,Bulb,3,Domestic,Summer,4281,8,1721
571,83,7,Bulb,2,Commercial,Winter,2244,4,3670
463,162,14,CFL,3,Domestic,Winter,1272,1,3821
85,89,5,LED,5,Commercial,Summer,4401,6,1047
204,105,13,CFL,10,Commercial,Summer,682,7,2238
163,141,5,Bulb,9,Commercial,Monsoon,642,7,1614
570,128,6,Bulb,6,Commercial,Winter,3835,3,3741
523,152,9,Bulb,9,Commercial,Monsoon,2128,7,3771
576,91,13,Bulb,5,Commercial,Summer,3403,6,4115
130,81,9,Bulb,8,Domestic,Monsoon,2039,1,1517
320,65,6,Bulb,4,Commercial,Monsoon,3338,7,2251
386,85,7,CFL,7,Commercial,Summer,4771,6,2721
98,128,13,CFL,8,Commercial,Summer,5957,8,1763
120,41,13,Bulb,4,Commercial,Summer,3907,6,1603
409,125,11,LED,5,Commercial,Summer,2275,9,3228
473,156,10,LED,10,Domestic,Monsoon,1278,1,3591
480,114,3,CFL,2,Commercial,Summer,4568,2,3035
101,44,11,LED,8,Commercial,Summer,2363,9,1382
523,125,4,Bulb,2,Domestic,Monsoon,4545,9,3357
277,89,10,Bulb,5,Commercial,Summer,3937,6,2367
158,100,8,LED,8,Commercial,Winter,740,1,1656
302,25,15,LED,5,Domestic,Winter,3584,9,2623
465,68,14,Bulb,5,Domestic,Winter,5737,1,3535
336,121,8,Bulb,3,Domestic,Monsoon,5508,2,2642
471,133,9,CFL,8,Commercial,Winter,4828,3,3442
185,132,13,LED,6,Domestic,Summer,3437,5,2225
344,136,3,LED,2,Domestic,Monsoon,1463,10,2402
178,119,3,Bulb,7,Commercial,Summer,3322,6,1491
525,137,11,LED,9,Commercial,Winter,4703,5,3865
328,100,3,Bulb,7,Commercial,Summer,1580,4,2206
242,186,3,Bulb,9,Commercial,Monsoon,1341,4,2033
421,162,14,LED,5,Domestic,Winter,1498,6,3604
97,26,9,Bulb,4,Commercial,Winter,3539,1,1174
459,180,2,Bulb,8,Commercial,Winter,1329,6,3069
322,46,13,CFL,3,Domestic,Summer,4559,3,2661
119,30,13,Bulb,8,Domestic,Summer,958,8,1563
135,88,9,LED,8,Commercial,Monsoon,3637,4,1565
447,104,6,Bulb,4,Commercial,Winter,5332,8,3030
69,16,13,Bulb,6,Domestic,Winter,5166,10,1260
152,121,13,CFL,4,Domestic,Summer,3567,5,2020
339,77,5,Bulb,9,Domestic,Summer,5242,8,2321
430,200,13,Bulb,8,Commercial,Summer,3140,5,3705
107,146,4,LED,10,Commercial,Winter,2332,9,1275
383,31,14,CFL,5,Domestic,Summer,5041,9,2995
146,11,10,Bulb,4,Domestic,Winter,5042,9,1445
577,41,15,Bulb,8,Domestic,Winter,1749,6,4094
236,148,13,CFL,5,Domestic,Winter,3332,3,2539
309,124,14,Bulb,9,Domestic,Monsoon,5018,2,2906
596,36,14,CFL,7,Domestic,Monsoon,5637,1,4111
599,167,11,Bulb,6,Domestic,Summer,5361,5,4342
55,57,12,Bulb,7,Domestic,Monsoon,2395,10,1252
429,168,12,Bulb,2,Commercial,Monsoon,3433,6,3533
128,18,6,LED,6,Commercial,Winter,4495,2,1111
172,93,5,LED,3,Commercial,Winter,4446,8,1509
337,27,15,Bulb,4,Commercial,Summer,5832,4,2810
66,15,7,Bulb,10,Commercial,Winter,514,9,848
430,96,14,CFL,8,Commercial,Summer,994,7,3442
266,130,8,Bulb,10,Domestic,Winter,2717,5,2308
225,53,15,LED,5,Commercial,Summer,1642,8,2314
534,71,7,LED,10,Commercial,Monsoon,1740,6,3441
101,68,3,LED,9,Domestic,Monsoon,564,4,932
199,97,2,Bulb,2,Commercial,Winter,3726,7,1464
394,76,9,CFL,10,Domestic,Monsoon,1274,6,2865
556,72,14,CFL,9,Domestic,Summer,1363,10,4018
575,119,12,LED,7,Commercial,Winter,5254,10,4132
381,124,6,Bulb,4,Domestic,Winter,3070,4,2752
577,59,13,CFL,8,Domestic,Winter,5137,10,4019
95,101,8,LED,3,Commercial,Winter,3517,1,1334
152,150,11,LED,6,Commercial,Monsoon,5643,3,1980
551,64,9,LED,9,Commercial,Winter,1742,6,3638
99,50,11,Bulb,2,Domestic,Summer,5045,10,1391
228,89,3,CFL,7,Domestic,Summer,3824,1,1655
109,77,4,Bulb,6,Domestic,Summer,2649,4,1068
566,32,8,LED,4,Commercial,Winter,2252,3,3549
400,149,3,LED,3,Domestic,Winter,2480,2,2732
382,58,5,LED,9,Commercial,Summer,3075,7,2484
176,165,5,CFL,5,Commercial,Summer,1286,3,1757
482,25,14,Bulb,9,Domestic,Summer,3816,5,3487
574,156,4,LED,8,Commercial,Monsoon,4291,2,3718
305,12,15,Bulb,4,Domestic,Monsoon,2237,8,2598
62,105,15,LED,8,Domestic,Summer,3313,1,1636
62,98,11,Bulb,2,Domestic,Monsoon,2611,8,1351
564,117,9,CFL,6,Commercial,Monsoon,5766,10,3872
499,52,13,CFL,8,Domestic,Winter,5263,1,3594
129,70,3,CFL,4,Commercial,Winter,4701,7,1083
100,47,12,LED,2,Domestic,Winter,2751,10,1452
509,41,14,CFL,8,Commercial,Monsoon,5693,10,3677
530,100,14,CFL,4,Domestic,Summer,1686,10,3971
517,80,2,CFL,8,Domestic,Monsoon,4124,5,3053
392,18,10,Bulb,6,Commercial,Summer,507,8,2738
311,68,9,LED,5,Domestic,Summer,2803,3,2411
195,94,12,Bulb,6,Commercial,Monsoon,3574,10,2091
387,111,4,Bulb,7,Commercial,Winter,3658,3,2611
427,107,4,LED,4,Commercial,Summer,5876,9,2805
194,175,6,Bulb,4,Domestic,Monsoon,4991,7,1947
576,62,15,CFL,3,Commercial,Monsoon,4251,9,4155
295,159,4,CFL,2,Commercial,Monsoon,625,7,2287
106,169,6,LED,10,Domestic,Summer,3645,1,1474
564,155,2,LED,5,Commercial,Monsoon,3374,9,3532
461,154,2,Bulb,4,Commercial,Winter,2976,3,2997
449,62,6,CFL,10,Commercial,Winter,1832,4,2908
559,41,8,LED,3,Commercial,Summer,2699,1,3541
346,187,7,LED,3,Commercial,Summer,5632,2,2836
207,25,7,CFL,9,Domestic,Summer,1070,2,1607
458,28,7,Bulb,5,Domestic,Monsoon,1557,5,2913
80,126,3,Bulb,2,Domestic,Winter,4123,2,1007
570,131,3,Bulb,6,Domestic,Monsoon,3105,4,3553
552,148,14,LED,7,Domestic,Monsoon,1286,5,4236
436,14,12,LED,5,Commercial,Summer,4106,5,3084
315,142,7,LED,3,Domestic,Winter,5559,8,2534
235,199,12,LED,4,Domestic,Summer,1250,10,2629
336,103,10,Bulb,2,Domestic,Winter,1516,4,2716
450,156,10,Bulb,10,Domestic,Winter,5142,6,3472
68,188,7,CFL,2,Domestic,Winter,4889,8,1403
580,50,11,Bulb,3,Commercial,Winter,1116,2,3875
467,183,15,CFL,8,Commercial,Monsoon,3216,3,3973
503,64,8,CFL,5,Domestic,Summer,1957,10,3324
94,199,3,LED,2,Domestic,Summer,3295,8,1309
89,63,10,CFL,7,Domestic,Winter,1125,6,1315
251,71,14,CFL,6,Domestic,Monsoon,5060,5,2439
172,154,12,CFL,7,Domestic,Monsoon,603,10,2162
476,35,11,Bulb,8,Domestic,Winter,2920,7,3291
319,97,8,LED,10,Commercial,Winter,3970,5,2478
226,116,5,CFL,2,Domestic,Monsoon,4627,7,1861
220,163,8,LED,9,Commercial,Monsoon,5813,1,2175
401,137,11,CFL,8,Domestic,Winter,3515,8,3225
101,79,12,CFL,2,Domestic,Monsoon,3446,9,1558
437,82,11,CFL,3,Commercial,Monsoon,5834,4,3237
63,105,12,CFL,10,Commercial,Monsoon,3153,3,1444
477,66,11,Bulb,3,Domestic,Monsoon,4534,5,3394
261,188,3,LED,7,Domestic,Winter,4671,8,2137
408,124,15,Bulb,4,Commercial,Monsoon,2955,9,3483
548,125,6,LED,8,Domestic,Summer,1746,2,3618
277,167,3,LED,6,Commercial,Summer,4414,3,2153
278,170,13,CFL,4,Domestic,Summer,5043,2,2825
479,67,2,LED,7,Commercial,Monsoon,1654,9,2816
77,150,3,CFL,9,Domestic,Monsoon,4224,7,1067
